segment_id,emotion,KEM_neutral,KEM_angry,KEM_happy,KEM_surprise,KEM_sad,KEM_fear,KEM_disgust
026-041,happy,0.2171,0.069,0.6334,0.0122,0.0561,0.0045,0.0078
026-042,happy,0.5054,0.005,0.3623,0.005,0.1127,0.0036,0.006
026-043,happy,0.959,0.0033,0.0145,0.0012,0.0167,0.0003,0.005
026-044,happy,0.9608,0.003,0.0129,0.0015,0.0198,0.0005,0.0014
026-045,happy,0.1652,0.0139,0.7178,0.0215,0.0719,0.0063,0.0034
026-046,happy,0.3022,0.165,0.0008,0.0018,0.0027,0.0005,0.527
026-047,happy,0.8066,0.004,0.1364,0.0044,0.043,0.0011,0.0044
026-048,happy,0.2923,0.0159,0.2493,0.0071,0.4309,0.0017,0.0028
026-049,happy,0.4748,0.116,0.2937,0.0774,0.0253,0.0092,0.0037
026-050,happy,0.8942,0.06,0.0013,0.0175,0.0086,0.0012,0.0171
026-090,surprise,0.0161,0.9708,9.98E-05,0.0069,5.53E-05,0.0007,0.0054
026-091,surprise,0.8059,0.0296,0.0414,0.0253,0.0942,0.0023,0.0014
026-092,surprise,0.1382,0.0234,0.0006,0.0333,0.8011,0.0017,0.0016
026-093,surprise,0.8239,0.0825,0.0239,0.0228,0.04,0.0007,0.0063
026-094,surprise,0.8657,0.0294,0.0042,0.0128,0.0835,0.0017,0.0028
026-095,surprise,0.5371,0.2949,0.0002,0.027,0.0006,0.0043,0.1359
026-096,surprise,0.096,0.8857,0.0029,0.0111,0.0019,0.0003,0.002
026-097,surprise,0.1498,0.0791,0.0036,0.7219,0.0038,0.0408,0.001
026-098,surprise,0.8106,0.0125,0.0174,0.0066,0.1492,0.0012,0.0025
026-099,surprise,0.3697,0.3814,0.0026,0.1855,0.0463,0.0043,0.0102
026-141,neutral,0.9035,0.0043,0.0075,0.003,0.0798,0.001,0.001
026-142,neutral,0.9644,0.021,0.0009,0.0012,0.0049,9.06E-05,0.0074
026-143,neutral,0.5775,0.2314,0.0004,0.0956,0.0011,0.0234,0.0708
026-144,neutral,0.8665,0.1132,0.0018,0.0008,0.0096,0.0002,0.0081
026-145,neutral,0.943,0.0359,0.002,0.0034,0.0005,0.0002,0.0149
026-146,neutral,0.8584,0.1056,0.0014,0.0008,0.0013,0.0001,0.0325
026-147,neutral,0.9733,0.0141,0.0011,0.0012,0.0008,0.0001,0.0094
026-148,neutral,0.4555,0.2924,0.0005,0.0355,0.0003,0.0026,0.2132
026-149,neutral,0.9195,0.0076,0.0129,0.0014,0.054,0.0002,0.0045
026-150,neutral,0.8565,0.105,0.0016,0.002,0.0027,0.0002,0.032
026-191,fear,0.663,0.089,0.0055,0.0807,0.128,0.0128,0.0212
026-192,fear,0.9491,0.0045,0.0015,0.0015,0.0413,0.0003,0.0018
026-193,fear,0.0714,0.8291,0.0002,0.0634,0.0004,0.0216,0.0138
026-194,fear,0.1319,0.0902,0.0006,0.1386,0.0021,0.2988,0.3379
026-195,fear,0.3287,0.0218,0.0006,0.0037,0.643,0.0006,0.0017
026-196,fear,0.4634,0.1533,0.0017,0.0056,0.3549,0.0007,0.0204
026-197,fear,0.0305,0.0052,0.0003,0.0214,0.0004,0.9309,0.0112
026-198,fear,0.7543,0.0126,0.1172,0.0117,0.0929,0.0041,0.0072
026-199,fear,0.3275,0.1258,0.0005,0.0103,0.5071,0.0006,0.0282
026-200,fear,0.962,0.0022,0.0046,0.0009,0.0279,0.0002,0.0021
026-241,disgust,0.9392,0.0249,0.0056,0.0029,0.017,0.0002,0.0103
026-242,disgust,0.3487,0.2971,0.0009,0.003,0.0039,0.0004,0.3459
026-243,disgust,0.0206,0.9746,0.0001,0.0017,0.0004,0.0003,0.0022
026-244,disgust,0.5311,0.0585,0.0021,0.378,0.0101,0.0107,0.0095
026-245,disgust,0.7904,0.0556,0.0644,0.0217,0.0329,0.0008,0.0343
026-246,disgust,0.5044,0.2082,0.1323,0.0041,0.0873,0.0011,0.0627
026-247,disgust,0.611,0.034,0.0064,0.1892,0.1548,0.0029,0.0017
026-248,disgust,0.9371,0.0172,0.0082,0.0031,0.0325,0.0003,0.0016
026-249,disgust,0.4597,0.0311,0.0031,0.0285,0.0209,0.4273,0.0294
026-250,disgust,0.7119,0.1689,0.0144,0.0229,0.0578,0.0023,0.0219
026-291,angry,0.0724,0.8467,0.0002,0.0064,0.0003,0.0006,0.0734
026-292,angry,0.0911,0.875,0.0013,0.0024,0.0261,0.0002,0.0038
026-293,angry,0.1184,0.8599,0.0002,0.004,0.0005,0.0005,0.0165
026-294,angry,0.866,0.0619,0.0369,0.0108,0.0055,0.002,0.017
026-295,angry,0.857,0.1055,0.01,0.0087,0.0145,0.0004,0.004
026-296,angry,0.7755,0.2027,0.007,0.0045,0.0082,0.0002,0.0019
026-297,angry,0.1296,0.8174,0.0004,0.0101,0.0005,0.0004,0.0416
026-298,angry,0.777,0.1218,0.014,0.0151,0.0669,0.0007,0.0045
026-299,angry,0.8221,0.1568,0.0091,0.005,0.0038,0.0003,0.003
026-300,angry,0.0298,0.8851,0.0035,0.0057,0.0742,0.0006,0.0012
026-336,sad,0.012,0.0011,0.0002,0.0004,0.9861,0.0002,0.0001
026-341,sad,0.026,0.0048,0.0002,0.0006,0.968,7.42E-05,0.0003
026-342,sad,0.746,0.0059,0.0017,0.0026,0.2416,0.0003,0.0019
026-343,sad,0.4555,0.1198,0.3749,0.0153,0.0209,0.0011,0.0126
026-344,sad,0.167,0.0063,0.0037,0.0006,0.8187,0.0002,0.0036
026-345,sad,0.0175,0.0139,9.36E-05,0.0016,0.9659,0.0003,0.0007
026-346,sad,0.3797,0.0166,0.4777,0.0065,0.1091,0.0038,0.0068
026-347,sad,0.3937,0.0081,0.0082,0.0006,0.5825,0.0013,0.0055
026-348,sad,0.9006,0.033,0.0006,0.0014,0.0134,0.0003,0.0508
026-350,sad,0.7565,0.1918,0.0006,0.0026,0.0026,0.0008,0.0452
027-001,happy,0.7929,0.0063,0.1515,0.0049,0.0394,0.0024,0.0026
027-002,happy,0.9432,0.0063,0.0209,0.0018,0.0247,0.0003,0.0027
027-003,happy,0.9515,0.0076,0.0021,0.0075,0.0143,0.0064,0.0105
027-004,happy,0.9589,0.0016,0.0077,0.0012,0.0272,0.0006,0.0028
027-005,happy,0.3037,0.0361,0.611,0.0229,0.0219,0.0028,0.0016
027-006,happy,0.8975,0.0117,0.0044,0.0032,0.056,0.0008,0.0264
027-007,happy,0.7226,0.207,0.0076,0.0021,0.0018,0.0005,0.0584
027-008,happy,0.7937,0.0031,0.1573,0.0036,0.037,0.0012,0.0042
027-009,happy,0.6482,0.002,0.1564,0.0025,0.1859,0.0019,0.0031
027-010,happy,0.8053,0.0308,0.0181,0.0018,0.1376,0.0005,0.0059
027-011,happy,0.5938,0.0147,0.0032,0.0017,0.3849,0.0004,0.0013
027-014,happy,0.3363,0.1567,0.0188,0.0024,0.0057,0.0023,0.4777
027-016,happy,0.5224,0.0119,0.0109,0.0059,0.4399,0.0045,0.0044
027-019,happy,0.9517,0.0144,0.0146,0.0043,0.0116,0.0005,0.0029
027-020,happy,0.9515,0.0068,0.0051,0.0019,0.0095,0.0003,0.0249
027-051,surprise,0.5848,0.003,0.2267,0.0119,0.1613,0.0074,0.0049
027-052,surprise,0.6488,0.0164,0.1242,0.0324,0.1735,0.003,0.0017
027-053,surprise,0.9052,0.0086,0.0183,0.0333,0.0312,0.0015,0.002
027-054,surprise,0.9429,0.002,0.0048,0.0014,0.0458,0.0004,0.0028
027-055,surprise,0.6103,0.0456,0.0068,0.3043,0.007,0.0011,0.0248
027-056,surprise,0.8957,0.0019,0.0246,0.0026,0.072,0.0012,0.002
027-057,surprise,0.5355,0.0716,0.0072,0.0469,0.2702,0.0048,0.0638
027-058,surprise,0.2038,0.0414,0.0006,0.067,0.6724,0.0122,0.0025
027-059,surprise,0.8904,0.0702,0.0082,0.0034,0.0182,0.0004,0.0091
027-060,surprise,0.6387,0.1692,0.001,0.0048,0.0014,0.0005,0.1844
027-062,surprise,0.3832,0.5896,0.0004,0.0065,0.003,0.0023,0.0149
027-064,surprise,0.7027,0.2009,0.0008,0.0024,0.0026,0.0003,0.0902
027-066,surprise,0.9253,0.0111,0.0008,0.0055,0.0518,0.0008,0.0048
027-067,surprise,0.1335,0.0531,0.015,0.7795,0.0072,0.0095,0.0022
027-068,surprise,0.703,0.0089,0.0091,0.0031,0.2734,0.0005,0.002
027-101,neutral,0.9771,0.0084,0.0006,0.0007,0.0044,0.0002,0.0086
027-102,neutral,0.6363,0.2069,0.0004,0.1332,0.0017,0.0053,0.0161
027-103,neutral,0.8978,0.0292,0.0005,0.0031,0.0184,0.0008,0.0502
027-104,neutral,0.9434,0.017,0.0007,0.0109,0.0242,0.0011,0.0027
027-105,neutral,0.8311,0.0139,0.0985,0.0055,0.0129,0.0006,0.0376
027-106,neutral,0.9115,0.0192,0.0033,0.0015,0.0592,0.0003,0.0051
027-107,neutral,0.9489,0.0034,0.0236,0.0019,0.0104,0.001,0.0108
027-108,neutral,0.9119,0.0103,0.0032,0.0023,0.0703,0.0002,0.0018
027-109,neutral,0.4163,0.014,0.4632,0.0101,0.0886,0.003,0.0048
027-110,neutral,0.5637,0.0947,0.003,0.0481,0.1192,0.0032,0.1681
027-112,neutral,0.9707,0.005,0.0029,0.0014,0.0172,0.0004,0.0025
027-113,neutral,0.9302,0.0051,0.0548,0.0032,0.0028,0.0003,0.0037
027-114,neutral,0.7016,0.0284,0.0015,0.0087,0.25,0.0042,0.0057
027-115,neutral,0.8926,0.0528,0.0037,0.0065,0.0086,0.0006,0.0351
027-117,neutral,0.0695,0.9099,0.0002,0.0133,0.0003,0.0009,0.0059
027-151,fear,0.8225,0.0244,0.0009,0.005,0.1293,0.0036,0.0142
027-152,fear,0.4149,0.0688,0.0101,0.0723,0.2295,0.1066,0.0978
027-153,fear,0.7293,0.0132,0.0044,0.0031,0.2476,0.0006,0.0017
027-154,fear,0.9433,0.018,0.0103,0.0024,0.0183,9.75E-05,0.0076
027-155,fear,0.0797,0.001,0.0009,0.0052,0.0048,0.8999,0.0085
027-156,fear,0.7867,0.0585,0.0009,0.031,0.0045,0.0047,0.1136
027-157,fear,0.9235,0.0032,0.0234,0.0027,0.043,0.0014,0.0029
027-158,fear,0.9437,0.0105,0.003,0.0012,0.0387,0.0004,0.0025
027-159,fear,0.0175,0.0006,0.0001,0.0157,0.0025,0.9623,0.0013
027-160,fear,0.8064,0.0237,0.0046,0.0056,0.0316,0.0009,0.1273
027-161,fear,0.1673,0.007,0.0013,0.1554,0.0019,0.6487,0.0183
027-162,fear,0.4194,0.2087,0.0845,0.0474,0.1985,0.004,0.0374
027-163,fear,0.7183,0.0077,0.0199,0.0068,0.2381,0.0008,0.0084
027-164,fear,0.4965,0.0123,0.0038,0.1949,0.0053,0.2632,0.0239
027-165,fear,0.7991,0.0721,0.0833,0.0273,0.011,0.0019,0.0053
027-201,disgust,0.3531,0.0383,0.0005,0.4452,0.0047,0.1204,0.0377
027-202,disgust,0.2624,0.0263,0.0008,0.2848,0.0024,0.4017,0.0215
027-203,disgust,0.1785,0.0066,0.001,0.0288,0.0013,0.7193,0.0644
027-204,disgust,0.9474,0.0051,0.0049,0.0105,0.0298,0.0008,0.0014
027-205,disgust,0.8126,0.0057,0.017,0.0025,0.1566,0.0008,0.0048
027-206,disgust,0.9042,0.0175,0.0006,0.0013,0.0039,0.0004,0.0719
027-207,disgust,0.7414,0.0064,0.004,0.0343,0.2027,0.0008,0.0105
027-208,disgust,0.3382,0.6349,0.0003,0.0027,0.0012,0.0004,0.0224
027-209,disgust,0.8696,0.0246,0.0058,0.0553,0.0181,0.0027,0.0239
027-210,disgust,0.6848,0.0054,0.2717,0.0059,0.0273,0.0011,0.0039
027-221,disgust,0.6038,0.1621,0.0035,0.0035,0.008,0.0011,0.2178
027-222,disgust,0.4182,0.1943,0.0015,0.0035,0.1971,0.0015,0.1839
027-223,disgust,0.8006,0.0111,0.1363,0.0021,0.0227,0.0005,0.0268
027-224,disgust,0.7866,0.0199,0.012,0.0101,0.168,0.0013,0.0022
027-226,disgust,0.8526,0.0017,0.0225,0.0011,0.1184,0.0006,0.003
027-251,angry,0.6505,0.2908,0.0089,0.0024,0.0214,0.0002,0.0258
027-252,angry,0.8148,0.0736,0.0022,0.0083,0.0016,0.0008,0.0988
027-253,angry,0.2418,0.234,0.0008,0.0037,0.0521,0.0043,0.4632
027-254,angry,0.0485,0.0334,0.0002,0.001,0.9134,0.0004,0.0032
027-255,angry,0.4102,0.552,0.0007,0.0015,0.0022,0.0004,0.0329
027-256,angry,0.9518,0.0142,0.022,0.0016,0.0037,0.0004,0.0065
027-257,angry,0.0859,0.9039,0.0001,0.0024,0.0009,0.0003,0.0065
027-258,angry,0.0506,0.0467,0.0002,0.2954,0.0007,0.5911,0.0153
027-259,angry,0.6014,0.1217,0.1483,0.0448,0.0727,0.0049,0.0061
027-260,angry,0.8958,0.0069,0.0051,0.0018,0.0872,0.0004,0.0026
027-261,angry,0.9486,0.0104,0.0029,0.0017,0.0341,0.0003,0.002
027-262,angry,0.024,0.959,0.0022,0.0033,0.0072,0.0006,0.0037
027-264,angry,0.6254,0.2703,0.0009,0.0056,0.0709,0.0005,0.0263
027-265,angry,0.9153,0.0132,0.047,0.002,0.0164,0.0005,0.0056
027-266,angry,0.1387,0.0418,0.0063,0.7688,0.0014,0.038,0.005
027-301,sad,0.5184,0.0022,0.0935,0.0036,0.3773,0.0018,0.0032
027-302,sad,0.0135,0.0024,4.01E-05,0.0005,0.9828,0.0005,0.0002
027-303,sad,0.8222,0.0299,0.0033,0.0164,0.02,0.0008,0.1073
027-304,sad,0.0623,0.0015,0.0008,0.0008,0.9339,0.0005,0.0002
027-305,sad,0.3986,0.0048,0.1826,0.0043,0.4036,0.0025,0.0035
027-306,sad,0.5446,0.0049,0.2038,0.0061,0.233,0.0043,0.0032
027-307,sad,0.7688,0.0053,0.0614,0.0023,0.1579,0.0013,0.003
027-308,sad,0.2403,0.6942,0.0016,0.0331,0.0015,0.0033,0.026
027-309,sad,0.8816,0.0019,0.0036,0.0018,0.1098,0.0006,0.0008
027-310,sad,0.1722,0.0012,0.001,0.0012,0.8231,0.0005,0.0007
027-311,sad,0.9086,0.0023,0.0179,0.0039,0.0631,0.0018,0.0024
027-312,sad,0.329,0.0048,0.0017,0.5648,0.0179,0.0787,0.003
027-313,sad,0.1662,0.027,0.0003,0.0041,0.7946,0.0021,0.0058
027-314,sad,0.8314,0.0041,0.0064,0.0017,0.1542,0.0005,0.0017
027-336,sad,0.009,0.0011,0.0002,0.0004,0.9888,0.0003,0.0001
028-011,happy,0.5807,0.0202,0.003,0.0018,0.3927,0.0003,0.0013
028-012,happy,0.8014,0.0547,0.0769,0.0145,0.0266,0.0005,0.0255
028-013,happy,0.879,0.0472,0.004,0.0025,0.0574,0.0004,0.0094
028-014,happy,0.1104,0.6536,0.0019,0.0034,0.0023,0.0014,0.2269
028-015,happy,0.1863,0.5776,0.0006,0.0097,0.0004,0.0006,0.2249
028-016,happy,0.7469,0.0625,0.0134,0.0119,0.1593,0.0021,0.0039
028-017,happy,0.9505,0.0169,0.0032,0.005,0.0224,0.0007,0.0014
028-018,happy,0.7248,0.0774,0.0372,0.0054,0.1327,0.0004,0.022
028-019,happy,0.9589,0.0111,0.006,0.0032,0.0181,0.0004,0.0022
028-020,happy,0.9004,0.0248,0.0069,0.0071,0.0079,0.0011,0.0519
028-023,happy,0.8918,0.0276,0.006,0.0058,0.0664,0.0013,0.001
028-026,happy,0.8886,0.0274,0.0263,0.0396,0.0048,0.0046,0.0087
028-028,happy,0.0138,0.0336,0.0036,0.2674,0.0003,0.6775,0.0038
028-040,happy,0.3251,0.0842,0.1322,0.4196,0.0018,0.0203,0.0168
028-051,surprise,0.3374,0.0154,0.5846,0.0273,0.0268,0.0035,0.005
028-055,surprise,0.5025,0.0613,0.0077,0.3986,0.0051,0.0014,0.0233
028-061,surprise,0.067,0.0655,0.0018,0.0075,0.0042,0.0012,0.8528
028-062,surprise,0.4599,0.5061,0.0005,0.0075,0.0053,0.0055,0.0152
028-063,surprise,0.9293,0.0155,0.0185,0.0143,0.0064,0.0025,0.0136
028-064,surprise,0.6455,0.267,0.0011,0.0035,0.0022,0.0004,0.0803
028-065,surprise,0.1613,0.0849,0.0023,0.7329,0.0051,0.0115,0.002
028-066,surprise,0.9031,0.0657,0.0012,0.0096,0.0141,0.0004,0.0059
028-067,surprise,0.0468,0.0422,0.0253,0.8675,0.0031,0.0138,0.0013
028-068,surprise,0.713,0.0215,0.014,0.0049,0.2431,0.0008,0.0026
028-069,surprise,0.0723,0.8386,0.0029,0.0751,0.0001,0.004,0.0069
028-070,surprise,0.1153,0.027,0.0053,0.0048,0.8462,0.0005,0.0009
028-072,surprise,0.8996,0.0158,0.0058,0.0593,0.003,0.0051,0.0114
028-080,surprise,0.6423,0.135,0.1306,0.023,0.0623,0.0015,0.0053
028-101,neutral,0.9705,0.0144,0.0007,0.0008,0.0036,0.0002,0.0099
028-105,neutral,0.8259,0.0202,0.0972,0.0063,0.0115,0.0005,0.0383
028-108,neutral,0.9166,0.0234,0.005,0.0034,0.0494,0.0003,0.0019
028-111,neutral,0.7668,0.0951,0.0003,0.0095,0.0022,0.0004,0.1258
028-112,neutral,0.9645,0.0104,0.0028,0.0028,0.017,0.0006,0.0019
028-113,neutral,0.9256,0.0072,0.0562,0.0049,0.0023,0.0003,0.0034
028-114,neutral,0.6916,0.0705,0.0021,0.0164,0.2074,0.0058,0.0063
028-115,neutral,0.8928,0.0636,0.0044,0.0051,0.0112,0.0004,0.0225
028-116,neutral,0.924,0.0539,0.0004,0.0016,0.0032,0.0002,0.0166
028-117,neutral,0.0593,0.9203,0.0003,0.0139,0.0002,0.0009,0.0051
028-118,neutral,0.8188,0.084,0.0008,0.051,0.0007,0.0115,0.0331
028-119,neutral,0.765,0.0636,0.0021,0.1573,0.0044,0.0047,0.0028
028-120,neutral,0.3006,0.011,0.6665,0.0061,0.0108,0.0015,0.0034
028-123,neutral,0.9218,0.0406,0.0009,0.0078,0.0015,0.0003,0.0271
028-161,fear,0.1461,0.0142,0.0006,0.2308,0.0017,0.5911,0.0156
028-162,fear,0.3443,0.3222,0.0871,0.0633,0.1476,0.0036,0.032
028-163,fear,0.7276,0.0255,0.0434,0.0136,0.1778,0.001,0.0112
028-164,fear,0.3448,0.0106,0.002,0.1705,0.0041,0.4459,0.0221
028-165,fear,0.6127,0.1159,0.1958,0.0536,0.008,0.008,0.006
028-166,fear,0.017,0.9642,0.0003,0.0033,0.0009,0.0044,0.01
028-167,fear,0.8605,0.0633,0.002,0.0084,0.0606,0.0012,0.004
028-168,fear,0.0971,0.0345,0.0009,0.1387,0.0033,0.6824,0.0431
028-169,fear,0.0397,0.009,0.0033,0.0845,0.0035,0.852,0.008
028-170,fear,0.8899,0.0156,0.0139,0.0478,0.0199,0.0112,0.0017
028-174,fear,0.0434,0.7368,0.0008,0.1499,0.0004,0.0545,0.0143
028-179,fear,0.8312,0.088,0.0046,0.03,0.0392,0.0017,0.0052
028-182,fear,0.0942,0.0079,0.0005,0.4466,0.0044,0.4428,0.0036
028-186,fear,0.0915,0.0092,0.7894,0.0109,0.0805,0.0156,0.003
028-211,disgust,0.3528,0.0248,0.5319,0.0156,0.0609,0.0088,0.0052
028-212,disgust,0.4866,0.0512,0.0198,0.4103,0.0262,0.0042,0.0016
028-213,disgust,0.8563,0.0167,0.0125,0.0916,0.0111,0.0084,0.0035
028-214,disgust,0.1984,0.5575,0.0017,0.0023,0.1713,0.0006,0.0682
028-215,disgust,0.8901,0.0132,0.0048,0.002,0.0194,0.0012,0.0693
028-216,disgust,0.9494,0.0098,0.0065,0.0051,0.0272,0.0006,0.0014
028-217,disgust,0.963,0.005,0.0163,0.0015,0.0123,0.0003,0.0017
028-218,disgust,0.0548,0.9306,0.0003,0.0021,0.0004,9.86E-05,0.0117
028-219,disgust,0.8262,0.042,0.0203,0.0136,0.0939,0.0009,0.0031
028-220,disgust,0.0618,0.9322,0.0001,0.002,0.0006,0.0001,0.0033
028-232,disgust,0.4838,0.053,0.0009,0.0027,0.3785,0.0004,0.0807
028-234,disgust,0.3636,0.0944,0.0013,0.4376,0.0048,0.0816,0.0166
028-238,disgust,0.6209,0.0351,0.2827,0.0141,0.0412,0.0019,0.0041
028-243,disgust,0.0184,0.9766,0.0001,0.0022,0.0004,0.0004,0.0018
028-253,angry,0.0918,0.5817,0.0006,0.0042,0.0072,0.0017,0.3128
028-260,angry,0.8902,0.0487,0.0182,0.0065,0.0322,0.0004,0.0038
028-261,angry,0.9386,0.0264,0.0038,0.0039,0.0246,0.0004,0.0023
028-262,angry,0.0058,0.9869,0.001,0.0032,0.0018,0.0003,0.0011
028-263,angry,0.5721,0.3996,0.0012,0.0038,0.0053,0.0003,0.0177
028-264,angry,0.1054,0.8723,0.0006,0.006,0.0039,0.0002,0.0116
028-265,angry,0.8447,0.0347,0.097,0.0039,0.0125,0.0007,0.0066
028-266,angry,0.0649,0.0719,0.0088,0.82,0.0005,0.03,0.0038
028-267,angry,0.864,0.0623,0.0292,0.0184,0.023,0.0013,0.0018
028-268,angry,0.2013,0.7329,0.0026,0.0122,0.001,0.001,0.049
028-269,angry,0.8883,0.077,0.0153,0.0121,0.0025,0.0005,0.0042
028-270,angry,0.0372,0.0468,0.0011,0.4631,0.0006,0.4476,0.0037
028-272,angry,0.6484,0.0704,0.0726,0.183,0.0094,0.0141,0.0022
028-275,angry,0.8392,0.0273,0.0931,0.0194,0.005,0.0043,0.0118
028-304,sad,0.0572,0.0015,0.0009,0.0007,0.9392,0.0005,0.0002
028-310,sad,0.2344,0.0018,0.0015,0.0011,0.7594,0.0005,0.0011
028-311,sad,0.9341,0.0046,0.0201,0.0037,0.0339,0.0011,0.0026
028-312,sad,0.2514,0.0127,0.0025,0.6706,0.0067,0.053,0.0032
028-313,sad,0.1905,0.0603,0.0003,0.0044,0.7347,0.0018,0.0079
028-314,sad,0.8293,0.0087,0.0108,0.0024,0.1456,0.0009,0.0022
028-315,sad,0.3615,0.0155,0.3185,0.0098,0.2826,0.0088,0.0032
028-317,sad,0.6865,0.0072,0.0956,0.0069,0.19,0.0106,0.0032
028-318,sad,0.4679,0.014,0.2116,0.0139,0.2797,0.0043,0.0085
028-319,sad,0.1278,0.4939,0.0006,0.2253,0.1235,0.0231,0.0058
028-320,sad,0.0573,0.0194,0.0003,0.001,0.9206,0.0002,0.0012
028-321,sad,0.8737,0.0061,0.0145,0.004,0.0993,0.0011,0.0014
028-324,sad,0.5605,0.0118,0.1866,0.0059,0.2314,0.0019,0.0019
028-336,sad,0.0093,0.001,0.0001,0.0004,0.9889,0.0002,9.24E-05
029-008,happy,0.3869,0.0137,0.5508,0.0213,0.0192,0.004,0.004
029-010,happy,0.7268,0.1022,0.0181,0.0045,0.1424,0.0008,0.0052
029-014,happy,0.2873,0.2541,0.0057,0.0019,0.007,0.0023,0.4417
029-021,happy,0.4962,0.0088,0.2989,0.0058,0.1823,0.0038,0.0042
029-022,happy,0.0252,0.0025,0.0001,0.0006,0.9711,0.0002,0.0002
029-023,happy,0.8701,0.014,0.0324,0.0052,0.0728,0.0039,0.0016
029-024,happy,0.6403,0.0625,0.0649,0.006,0.0263,0.0048,0.1953
029-025,happy,0.9106,0.0019,0.0236,0.0016,0.0592,0.001,0.0021
029-026,happy,0.9382,0.0176,0.0182,0.0131,0.0039,0.0019,0.0071
029-027,happy,0.5325,0.0039,0.4381,0.0051,0.0094,0.0087,0.0024
029-028,happy,0.053,0.0414,0.0049,0.2036,0.0005,0.6859,0.0106
029-029,happy,0.7176,0.0948,0.0424,0.0472,0.0497,0.0323,0.0161
029-030,happy,0.1679,0.6935,0.0015,0.0076,0.0011,0.0023,0.1261
029-054,surprise,0.9464,0.0027,0.0035,0.0015,0.0428,0.0003,0.0028
029-071,surprise,0.8086,0.1201,0.0004,0.0202,0.0049,0.0004,0.0454
029-072,surprise,0.8117,0.0337,0.0116,0.1177,0.0029,0.0091,0.0132
029-073,surprise,0.7866,0.04,0.009,0.014,0.1446,0.0022,0.0036
029-074,surprise,0.7991,0.0038,0.0023,0.0032,0.1898,0.0014,0.0006
029-075,surprise,0.0655,0.0015,0.0006,0.0108,0.0043,0.9139,0.0033
029-076,surprise,0.1254,0.0155,0.0012,0.0131,0.8111,0.0319,0.0018
029-077,surprise,0.6135,0.0201,0.0179,0.0373,0.0618,0.0383,0.2111
029-078,surprise,0.5947,0.0643,0.0726,0.005,0.1844,0.0023,0.0766
029-079,surprise,0.766,0.0136,0.0009,0.0088,0.2066,0.0033,0.0007
029-080,surprise,0.7953,0.0203,0.0302,0.0059,0.1439,0.0007,0.0036
029-082,surprise,0.9322,0.0105,0.0073,0.0043,0.043,0.0007,0.0019
029-088,surprise,0.2083,0.7541,0.0003,0.003,0.0004,0.0002,0.0336
029-108,neutral,0.9094,0.0116,0.002,0.0023,0.073,0.0002,0.0015
029-109,neutral,0.4789,0.0197,0.3606,0.0124,0.1198,0.0039,0.0047
029-115,neutral,0.9314,0.0246,0.0023,0.004,0.0191,0.0004,0.0182
029-121,neutral,0.9775,0.0056,0.0042,0.001,0.007,0.0001,0.0046
029-122,neutral,0.9757,0.0115,0.0017,0.0015,0.0037,0.0002,0.0056
029-123,neutral,0.9188,0.0453,0.0008,0.0085,0.0015,0.0003,0.0247
029-124,neutral,0.9205,0.0526,0.0008,0.0023,0.0157,0.0001,0.0081
029-125,neutral,0.986,0.0047,0.0014,0.0009,0.0033,0.0002,0.0034
029-126,neutral,0.5307,0.0178,0.3968,0.0053,0.0422,0.0011,0.0061
029-127,neutral,0.8438,0.0112,0.1237,0.0047,0.0086,0.0026,0.0054
029-128,neutral,0.7336,0.1275,0.035,0.0155,0.0028,0.0009,0.0847
029-129,neutral,0.9268,0.0268,0.0296,0.0076,0.0048,0.0009,0.0035
029-130,neutral,0.2642,0.626,0.0013,0.0227,0.0003,0.0008,0.0846
029-157,fear,0.923,0.0044,0.0321,0.0034,0.0307,0.0025,0.0039
029-160,fear,0.834,0.0108,0.0034,0.003,0.0642,0.0008,0.0837
029-165,fear,0.7077,0.0757,0.15,0.0399,0.013,0.0073,0.0064
029-171,fear,0.6353,0.0806,0.0001,0.0068,0.0009,0.0029,0.2734
029-172,fear,0.0651,0.8354,0.0008,0.0026,0.0002,0.0006,0.0954
029-173,fear,0.5274,0.0509,0.0013,0.1769,0.0014,0.2155,0.0266
029-174,fear,0.1937,0.2896,0.001,0.1985,0.0052,0.2761,0.036
029-175,fear,0.7843,0.0324,0.1184,0.007,0.0468,0.002,0.0091
029-176,fear,0.2048,0.0074,0.011,0.0226,0.0019,0.7319,0.0204
029-177,fear,0.9664,0.0032,0.0039,0.0015,0.018,0.0006,0.0065
029-178,fear,0.429,0.1145,0.0329,0.3892,0.0177,0.0065,0.0101
029-179,fear,0.8564,0.0146,0.002,0.0112,0.1109,0.0016,0.0033
029-180,fear,0.87,0.0021,0.006,0.0012,0.0986,0.0077,0.0142
029-207,disgust,0.7602,0.0264,0.0039,0.0835,0.1117,0.0007,0.0137
029-214,disgust,0.2319,0.2333,0.0011,0.0021,0.4761,0.0011,0.0543
029-220,disgust,0.1116,0.8781,0.0002,0.0032,0.0015,0.0002,0.0053
029-221,disgust,0.6717,0.1205,0.0028,0.0039,0.0176,0.0014,0.1821
029-222,disgust,0.418,0.2112,0.0015,0.0031,0.1905,0.0011,0.1746
029-223,disgust,0.7769,0.0154,0.1316,0.0031,0.0375,0.0011,0.0344
029-224,disgust,0.8077,0.0496,0.0116,0.0146,0.1125,0.0014,0.0027
029-225,disgust,0.0299,0.0042,0.0002,0.0005,0.9648,0.0001,0.0004
